msrc_transactionid,msrc_customerid,msrc_transactionsessionid,msrc_productcatalogid,msrc_transactionlocationid,msrc_transactionchanneltype,msrc_transactiontimestamp,msrc_transactiontype,msrc_paymenttype,msrc_transactionamount,msrc_discountappliedamount,msrc_ontimedelivery,msrc_customerscorereview
22040491-fcd6-4c95-9bd1-aed42f6fa815,94df1816-5301-47f0-a2c5-0222a2230127,cab29982-4a84-494c-80a8-dff791335627,230a4227-989f-48c9-b26a-fc8bdc31fd3f,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/16/2021 20:36,Purchase,Cash,18.002836362,0,On-time,FALSE
2f2140b0-8c22-434a-ae87-29547fdfc2d3,beecf646-5059-4a1e-9a89-09c4d7c885aa,119a3d81-246b-4218-a96b-446e6f61f002,aef7b627-5009-4e54-bc3e-fd6fad155a24,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/16/2021 23:50,Purchase,Credit card,38.917775486,5.257021519,On-time,FALSE
87d9dbdb-171b-4aaa-abf0-28696b627df6,b6fadde2-cc90-4a19-9167-6f94e59f1d86,29916751-cbd0-4e99-8f63-aafb413299c6,0df65236-4a75-45e0-aa67-95a4f67351b1,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/16/2021 4:04,Purchase,Cash,33.230723646,8.597075691,Delayed,TRUE
291eab84-7925-49af-ace4-094c68db4464,ad6522ab-f3ec-4a65-9584-7fe13f8dc4da,b0745753-8dbd-4c44-bd93-840e1f437ade,eba90c83-4e61-4046-a3ce-7d86004ce6a1,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/16/2021 4:41,Purchase,Mobile/digital/cashless,12.801651614,0,On-time,TRUE
d1814a8e-f03e-4e30-9d4c-b93355698051,a39c015d-0d54-4daa-bae0-56774a753c06,676f0df9-7fb4-48d8-99a9-90baf2e08033,927cff9a-f46e-40dd-a277-d0bb9e5e982a,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/16/2021 6:45,Exchange,Credit card,1.768105422,0,On-time,FALSE
0d1af6ca-f70a-4e55-8641-f54becb460b0,f586b45c-cc91-4ccc-9130-5ccf186ba501,1ee1aa23-27fb-4ef1-b4b6-eea3549bf5dc,6ed35ecf-3e54-44f3-9b19-bb20ff52b8c8,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/17/2021 17:47,Purchase,Credit card,44.017251258,0,On-time,TRUE
c4b76bf0-77d5-4da8-ac6e-5745958d4ccc,2639f6a7-faa2-4563-8fd4-55ce9de3346c,435726c4-0295-4a74-ad0e-e867ee0b2286,33228d36-309b-4f86-b3e6-41717a6849d0,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/17/2021 22:39,Purchase,Debit,42.666724781,0,On-time,FALSE
b42f119f-47fa-4847-8cda-ca21bca39754,bbdb10e6-218a-47ea-9dfc-89116cd9358a,12fa98e7-2a32-4815-b2a2-fe36ae5c91bf,ac52cb17-f012-4822-8d51-e9731ef596a4,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/17/2021 5:38,Purchase,Mobile/digital/cashless,4.129532558,0.468079461,Delayed,FALSE
86196c71-5e18-4031-ae97-2b4ff7828259,993484ac-e63e-4e08-ad45-3649ce013673,0ef7baac-9da8-42bc-9c61-fb0164c76392,2d20179a-5c8a-4e3d-a71a-6da74136ca29,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/17/2021 8:04,Purchase,Cash,19.933794274,1.609444822,On-time,TRUE
ced7259d-c410-44ab-a5c0-3f8d3cd61e35,ad6522ab-f3ec-4a65-9584-7fe13f8dc4da,7d38fb91-73f8-4ee4-ac96-b1556349c8d6,b07213f3-e39f-4a6e-a94b-55e407f30491,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/18/2021 11:25,Exchange,Mobile/digital/cashless,24.55406348,0,On-time,FALSE
d1cb64f0-26c6-4813-a97b-8e11055c1338,a4f980ba-4b32-4d83-b01c-4b9590c3afc4,f18a359d-9048-47eb-9942-f1cda144f425,e9adcb1e-fc0e-45ad-8470-6f67a7090cdc,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/18/2021 13:29,Purchase,Mobile/digital/cashless,37.697258905,0,On-time,FALSE
ba3dd53d-98a3-4040-886a-ecab967d9e6e,b9ffa96f-1c70-4f91-94ea-046879d0ea3f,7df12961-ae6e-4d23-a3c4-d47da65a1417,de5406a1-3c1a-4402-b33b-b127bd00b94b,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/18/2021 14:43,Purchase,Cash,26.637171958,0,Delayed,TRUE
d7d00015-6e73-4d83-99d6-73ae2e1774dd,9583d68a-6333-49de-b7a5-f598146a62a2,419d91b8-5749-4fa8-9850-cb944b32ae97,252fbd74-1296-424f-a6c9-bbdfe3d09984,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Digital,6/18/2021 16:25,Refund,Cash,20.294587777,1.529275752,On-time,TRUE
6e1e83e4-f532-4de2-a1f2-8ab0fb109fa1,b6f9cb90-281e-4726-a537-30be193087b9,c5c3faeb-c264-403e-8e49-70e21daee45a,e9adcb1e-fc0e-45ad-8470-6f67a7090cdc,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Physical,6/18/2021 18:27,Purchase,Debit,7.710403055,0.225542377,Delayed,FALSE
d74f52bf-2886-413b-8121-b2525393887f,846ac517-2a0d-4af6-98bd-d9674a9970dd,5e44f683-a776-48cc-bbd7-0063b49d6413,df6065fa-3937-4b23-b06d-49d60ed7a2cc,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/18/2021 19:29,Purchase,Credit card,22.761767117,0,Delayed,FALSE
dfc659f1-bc6d-408e-91a9-8b33878d0bcb,993484ac-e63e-4e08-ad45-3649ce013673,0ef7baac-9da8-42bc-9c61-fb0164c76392,5a5d2db5-9e0e-43dd-af10-04f3cec1acf0,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/18/2021 22:58,Purchase,Debit,24.193439751,0,On-time,TRUE
0373474c-1c16-4293-949b-ce761dd1b350,3e078aba-efe6-40e2-967b-743c1e19203c,b7f490e3-7045-450d-84f1-e90b96bd0f41,a0d728bf-47c0-4ee7-a8e7-f8a50620765c,705946ad-83d7-4009-8ba5-9d584448f246,Physical,6/18/2021 2:07,Purchase,Cash,4.078539984,0,On-time,TRUE
8ac9e055-3a9b-4fbe-9126-8f16d2a96c26,a0c4eb53-639d-4eab-ae55-3d6761a5f59f,58c20dbc-5b60-4237-b4ad-5a5138006694,48d6ccbd-8034-4170-84cd-328d528730d7,bee5ad7a-5d17-4635-a720-563266fafd85,Physical,6/18/2021 2:38,Purchase,Cash,7.60423408,1.43222505,On-time,TRUE
15a49d27-a774-44d3-998c-80d9e60b9aaa,745e0710-5ec6-4c08-a4e0-1e33df4312e3,cf273cb4-5daa-49de-adb4-2505e1793061,949dcc8e-473a-4507-be60-80e0e554e872,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/18/2021 5:12,Exchange,Debit,8.808220733,0,On-time,TRUE
f9511d8c-3d6b-4bc7-9a29-ff17cd4b777e,cc150d14-7afc-4c59-895a-e3e9e93b07f0,74fa48fe-bd5f-4d57-bba3-5456fa23a92e,eba90c83-4e61-4046-a3ce-7d86004ce6a1,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/18/2021 5:18,Refund,Credit card,35.586315826,7.547548495,Delayed,FALSE
5992d61d-d44c-48e7-8699-c5e5d012a176,b9ffa96f-1c70-4f91-94ea-046879d0ea3f,9ac7ee73-2ad5-4165-ad36-0e56b05a9ee0,61013c35-7226-41bf-8c06-f60490a60de2,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/18/2021 5:50,Purchase,Mobile/digital/cashless,32.479523251,0,Delayed,FALSE
1b9e6633-3480-4c47-8346-f14be9516216,94df1816-5301-47f0-a2c5-0222a2230127,5fd1035a-0d75-4d41-b6cd-67e8e7ea6dad,1aa5db0d-fefe-43b8-ba79-281433c4efe3,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/18/2021 7:44,Purchase,Cash,26.249796316,0,On-time,TRUE
81aecaea-7662-4a64-8c36-e15d144e3ca4,981f4e82-00c1-484d-bfcc-b3c41bd07583,2fe8d37e-34e0-464f-aec2-9e9ade07b93b,e9adcb1e-fc0e-45ad-8470-6f67a7090cdc,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/18/2021 8:45,Purchase,Mobile/digital/cashless,3.270968906,0,On-time,TRUE
3b82d1d8-d812-4d25-a116-b7aabc24be08,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,b064777d-a624-468a-933d-bd3e1b7f97b6,aef7b627-5009-4e54-bc3e-fd6fad155a24,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/19/2021 10:13,Exchange,Debit,38.548311365,0,On-time,FALSE
92aee968-c3e1-43c3-a902-2dc16876b409,94df1816-5301-47f0-a2c5-0222a2230127,cab29982-4a84-494c-80a8-dff791335627,5916a959-b9f3-4dbc-8dfe-d5ae11bdbfa9,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/19/2021 15:05,Purchase,Debit,22.837169765,0,On-time,FALSE
8c9714e8-8e41-49ab-974b-99e146aedda2,ac4b423d-995a-44e2-8ffe-328442bf97e5,4df3b1e9-5c6e-4771-b6ed-c53280a1c795,e4cf7f61-c02b-432b-8f17-9205ff89cb06,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/19/2021 19:18,Purchase,Mobile/digital/cashless,31.289755202,0,On-time,FALSE
ff395622-312f-4e37-a8a5-685e671e2c6b,745e0710-5ec6-4c08-a4e0-1e33df4312e3,e443a064-d32e-4686-ab10-a0315e939770,230a4227-989f-48c9-b26a-fc8bdc31fd3f,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/19/2021 20:27,Purchase,Credit card,21.680361405,5.571206785,On-time,TRUE
513c32a9-e1d9-40da-89a1-7532e86a590a,ad6522ab-f3ec-4a65-9584-7fe13f8dc4da,b0745753-8dbd-4c44-bd93-840e1f437ade,a9bf3b52-c1e9-43c7-8804-002d86e2f1f9,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/19/2021 20:55,Purchase,Debit,31.683311777,0,Delayed,TRUE
fca27685-d143-4d27-ad14-3585dab9b190,cc150d14-7afc-4c59-895a-e3e9e93b07f0,4031dfd9-2487-4a9a-a18c-8bedcac35802,469777bc-a10d-45b5-b4ee-368ff44bf3c0,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/19/2021 22:08,Purchase,Credit card,30.858586917,0,On-time,FALSE
a0aabc82-9c7a-401f-9dcb-a300f37df9bf,738f4844-0c52-43d3-b98a-c979bac64622,21de93e9-c15b-496f-9c52-37fc023e3a19,133cabbc-7982-4ddd-be15-3953a70ed670,bd76c01e-b70e-4304-84a8-b733a1f8e5e3,Physical,6/19/2021 22:18,Purchase,Debit,32.415651848,0,Delayed,TRUE
ea33490c-118f-457d-8a78-0a0fe8688767,993484ac-e63e-4e08-ad45-3649ce013673,0ef7baac-9da8-42bc-9c61-fb0164c76392,0df65236-4a75-45e0-aa67-95a4f67351b1,bd76c01e-b70e-4304-84a8-b733a1f8e5e3,Digital,6/19/2021 3:35,Purchase,Mobile/digital/cashless,3.255741147,0.204519882,On-time,TRUE
d2c0c9e5-5909-45c7-ba22-5613fd63fa41,738f4844-0c52-43d3-b98a-c979bac64622,3ce3c2ae-6c78-471b-aafd-223bab54ca03,81ed874b-f763-4143-aa36-602ad6628068,bd76c01e-b70e-4304-84a8-b733a1f8e5e3,Physical,6/19/2021 7:11,Purchase,Cash,44.609032105,0,Delayed,TRUE
a2e2696f-34fe-42fc-8934-ee8ee2221fd5,5ab540fb-6e5a-45f3-906c-8eeed524d08d,bd346d71-ba64-4212-ad64-4b63ddc54232,51716622-e7ff-44f2-b388-9cee6719eb66,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/19/2021 9:21,Refund,Cash,14.364703977,0,Delayed,FALSE
baec730e-2069-479f-804a-446aa000f495,745e0710-5ec6-4c08-a4e0-1e33df4312e3,cf273cb4-5daa-49de-adb4-2505e1793061,e4cf7f61-c02b-432b-8f17-9205ff89cb06,257f92dc-66fc-4c77-936b-a695055bc0fb,Digital,6/19/2021 9:55,Purchase,Credit card,44.234830372,0,On-time,TRUE
4cae6019-9bb9-4b41-910e-2d243546f9d2,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,e554438a-0d9a-4bc0-a21e-73f61ff6d026,df6065fa-3937-4b23-b06d-49d60ed7a2cc,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/2/2021 12:39,Purchase,Credit card,36.09473081,0,On-time,FALSE
21d4fbaf-07b5-4a3b-8f49-f97b8605b4f4,beecf646-5059-4a1e-9a89-09c4d7c885aa,5cd0d2e0-c1fb-4598-831e-8db9072eca22,6a0b72b1-7de4-4058-8799-02d68fe315c3,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/2/2021 14:19,Purchase,Credit card,13.097537323,3.561097262,Delayed,TRUE
0a5be624-d677-490a-acfb-69282841ed2b,a0c4eb53-639d-4eab-ae55-3d6761a5f59f,58c20dbc-5b60-4237-b4ad-5a5138006694,949dcc8e-473a-4507-be60-80e0e554e872,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/2/2021 15:22,Refund,Credit card,11.141231723,2.128484729,On-time,FALSE
e0656aab-c075-4b43-a025-709ec3740054,b9ffa96f-1c70-4f91-94ea-046879d0ea3f,7df12961-ae6e-4d23-a3c4-d47da65a1417,6a0b72b1-7de4-4058-8799-02d68fe315c3,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/2/2021 18:43,Exchange,Cash,8.611731496,0,Delayed,TRUE
69efd60f-360d-49a0-afaa-b30af02d78c8,6fd03cee-5961-4d58-8532-090bc687dfc5,166e7838-8d5e-48b3-815d-4f06bf1c3794,b07213f3-e39f-4a6e-a94b-55e407f30491,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/2/2021 20:32,Purchase,Cash,27.574916563,0,On-time,TRUE
d974cc93-5958-4a3e-8eb6-8f57f1e069ad,94df1816-5301-47f0-a2c5-0222a2230127,cab29982-4a84-494c-80a8-dff791335627,3a72ae27-3efd-4d3a-8c98-e33256e4184b,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/2/2021 4:50,Purchase,Debit,16.393008938,2.517502472,On-time,TRUE
29bde8e5-9b7e-4ceb-8326-3993c9e67604,bde0d704-b3fe-48b0-8ace-a661147d8216,7d06975c-c4d7-4c49-88e3-353d089c448b,504c39f4-c775-4ba9-a5a5-ba0eb2367aea,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/2/2021 9:14,Purchase,Cash,2.394349992,0.555407167,On-time,TRUE
49ef28a6-a987-4f6e-81b9-93fda75d072f,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,e554438a-0d9a-4bc0-a21e-73f61ff6d026,1435e4b7-153b-4234-a1ef-4bd849ef2f50,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/20/2021 0:20,Purchase,Credit card,34.250526674,0.758668765,On-time,FALSE
86c6d083-b19d-4174-9f97-0420a6ef4430,c357c4bf-d4a9-4414-ba52-86137e8170c8,2adfeb77-8ed4-4d29-90f5-04c0e1fbc5b5,4d2f7502-b1cf-49a5-93b6-9080d69acd4c,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/20/2021 10:25,Purchase,Mobile/digital/cashless,6.157809119,0.852404046,On-time,FALSE
1c0bbb2d-c2e4-49e9-9efd-ea338f921e11,b9ffa96f-1c70-4f91-94ea-046879d0ea3f,7df12961-ae6e-4d23-a3c4-d47da65a1417,5916a959-b9f3-4dbc-8dfe-d5ae11bdbfa9,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/20/2021 11:37,Purchase,Credit card,43.339080051,0,On-time,FALSE
262d03c7-a82c-4e39-a723-1014009a1dbf,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,e1c18697-fbfc-4851-957c-2f49953f781d,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/20/2021 15:27,Refund,Cash,3.239936311,0.272728681,On-time,TRUE
e1aba3a4-8838-422b-8e6e-f386ec623945,c357c4bf-d4a9-4414-ba52-86137e8170c8,ec668090-88cb-45b9-b4a7-c6e4f698ab18,fab468d7-e141-46d6-a766-87a7cfce2b5e,03d6a07a-6c02-4f9a-911b-91f065253518,Physical,6/20/2021 15:50,Purchase,Mobile/digital/cashless,20.880045527,0,On-time,TRUE
1d1cfe55-5bb6-4081-ab3c-4ece1d6b6c9c,cd6c0fd6-6808-424b-be75-d1f68fdd17f6,7c1a801a-19b0-4ea1-9ba5-a10560fc51d9,3842d9c1-11fa-4d28-8b34-d67d983bd503,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/20/2021 16:13,Return,Mobile/digital/cashless,28.025722176,0,On-time,TRUE
2786a52e-8053-4d78-8129-e73894e56f47,3e078aba-efe6-40e2-967b-743c1e19203c,b7f490e3-7045-450d-84f1-e90b96bd0f41,ff94ecde-a21d-4ddd-a84f-5938901f5d7b,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/20/2021 17:16,Purchase,Cash,30.035796682,5.066148232,On-time,TRUE
baec0150-8d64-416d-9129-ca2d5d30b058,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,ae41676e-f486-436d-a26c-d0f58e68423a,217d17ca-a715-4937-b96c-471c8412caab,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/20/2021 19:15,Refund,Debit,20.247067762,0,On-time,FALSE
7fad1746-e8d2-4d77-bc4c-b2ad960b6249,0fec12ff-a673-47e4-b50c-fe773062dce3,9a0b87cc-685b-48f9-ad17-0f62af1c1c62,a0d728bf-47c0-4ee7-a8e7-f8a50620765c,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/20/2021 19:23,Refund,Cash,31.057960545,0,On-time,TRUE
41dd4d9f-e0b2-453a-a002-510312c2f512,a39c015d-0d54-4daa-bae0-56774a753c06,676f0df9-7fb4-48d8-99a9-90baf2e08033,915f4024-fb10-49cf-bfb3-464a819a8c3a,ed029d40-8784-406f-9d6d-0f550997f6a3,Physical,6/20/2021 2:24,Exchange,Credit card,3.864589514,0.731523293,On-time,TRUE
b300a7d2-a393-4de3-aae1-652bb44c928d,6386a2e5-8160-48f5-8c20-5e2dd5a60e62,b2b3e786-1b4f-4dce-bb5d-f79d9d21ae00,dfbfa7e4-0881-4ae1-bfae-93bb77e02f27,22b5163e-1e78-47a3-bdeb-90d97d5cfa64,Physical,6/20/2021 5:21,Purchase,Credit card,26.845802164,0,On-time,TRUE
6024d8af-689f-47b0-96dc-85b9ed60893c,745e0710-5ec6-4c08-a4e0-1e33df4312e3,cf273cb4-5daa-49de-adb4-2505e1793061,6ed35ecf-3e54-44f3-9b19-bb20ff52b8c8,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/20/2021 6:35,Purchase,Mobile/digital/cashless,35.281211781,0,Delayed,TRUE
061e9e10-da3a-41a5-bca5-9b56aa486152,993484ac-e63e-4e08-ad45-3649ce013673,0ef7baac-9da8-42bc-9c61-fb0164c76392,b07213f3-e39f-4a6e-a94b-55e407f30491,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/20/2021 7:26,Return,Credit card,31.75015611,0,On-time,FALSE
99343121-2570-4c15-a25e-d0a8aac0de87,cb988669-e2d8-48ff-bbe5-a60773e6a7f5,0013d170-ff92-44d0-9f5f-12acf8f2f455,469777bc-a10d-45b5-b4ee-368ff44bf3c0,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/20/2021 8:15,Purchase,Debit,14.567678278,0.911104834,Delayed,TRUE
7fa4fdc2-6c37-4aab-adfe-0dff0f897481,981f4e82-00c1-484d-bfcc-b3c41bd07583,d5ef8b6c-dc17-4f82-ac50-cedef6f678b1,3a72ae27-3efd-4d3a-8c98-e33256e4184b,705946ad-83d7-4009-8ba5-9d584448f246,Digital,6/20/2021 9:11,Refund,Cash,19.855335778,0,On-time,TRUE
f52cf5e4-8b25-4a44-ba1a-ddcc98e1e8f9,c357c4bf-d4a9-4414-ba52-86137e8170c8,1a26e09e-f2c5-4533-bcaf-4bdadb055731,994ec80e-1248-4fc4-af6f-f8f287353caa,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/20/2021 9:27,Purchase,Credit card,27.025831843,0,On-time,FALSE
0c8199c1-3492-4c45-b82b-b3631492a77f,cc150d14-7afc-4c59-895a-e3e9e93b07f0,3fde285c-e431-4a64-8be3-417fec3ed3aa,8d752691-8123-469b-9d93-3b69f479fd3f,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/20/2021 9:31,Refund,Credit card,12.680255751,0,On-time,TRUE
91b3c29c-d91d-468b-8c0f-9b5cbcb443fb,c357c4bf-d4a9-4414-ba52-86137e8170c8,2adfeb77-8ed4-4d29-90f5-04c0e1fbc5b5,3842d9c1-11fa-4d28-8b34-d67d983bd503,d323210d-5187-444f-83aa-4ee0c6da6029,Physical,6/21/2021 18:21,Refund,Credit card,39.965595165,0,Delayed,FALSE
cdfa8b65-5a55-4d90-86ae-effdc34033f8,bde0d704-b3fe-48b0-8ace-a661147d8216,7d06975c-c4d7-4c49-88e3-353d089c448b,4f02789e-3f90-44a1-9530-248e9b1ec709,ed029d40-8784-406f-9d6d-0f550997f6a3,Digital,6/21/2021 1:05,Purchase,Debit,2.859301247,0,On-time,FALSE
3d3bb964-5f44-4946-af8c-522902cb0d4f,b2260359-a849-4b9d-82b9-aabe8f53b036,82678f09-2ad7-487f-95d1-555d4ed5ef40,81ed874b-f763-4143-aa36-602ad6628068,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/21/2021 4:11,Purchase,Credit card,28.699586712,7.432875165,On-time,FALSE
f1eecfa7-d4f6-4a26-8bfd-fb01dcb60ef0,bde0d704-b3fe-48b0-8ace-a661147d8216,7d06975c-c4d7-4c49-88e3-353d089c448b,217d17ca-a715-4937-b96c-471c8412caab,ed029d40-8784-406f-9d6d-0f550997f6a3,Digital,6/22/2021 10:15,Purchase,Credit card,11.872899608,2.445910836,On-time,FALSE
256a9fea-980f-4a3f-a2f6-d436ec78c9aa,cc150d14-7afc-4c59-895a-e3e9e93b07f0,3fde285c-e431-4a64-8be3-417fec3ed3aa,6c48fd82-c59a-4f5e-a3b2-11ed13137f4a,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/22/2021 11:05,Purchase,Debit,36.605503742,1.624991886,On-time,FALSE
b310bd25-65b3-48ea-9289-5fe6a1edb976,eedf4d89-56a0-41c9-9048-1a793ba2c8e8,f876cec3-0803-40a9-8307-78fd72b47f4b,b07213f3-e39f-4a6e-a94b-55e407f30491,1d33fb9e-992f-4abf-9f23-067d34f1a3f0,Digital,6/22/2021 11:17,Purchase,Debit,11.507057627,0,On-time,FALSE
30e7ebd5-497d-40ba-8c4f-582144f9bbee,a059152d-db29-46c6-b65a-25b5823ee83b,822c6218-bc2b-4b30-bf8e-64e18fc36e7f,15ba6a90-64b5-489d-86ee-bcbfc6bdfefe,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Physical,6/22/2021 14:32,Purchase,Cash,21.886685746,0,On-time,TRUE
2a8d748b-c2ac-4745-a259-944436da2f9f,b2260359-a849-4b9d-82b9-aabe8f53b036,31ea5bf7-e71b-4e17-b366-336ce9804267,81ed874b-f763-4143-aa36-602ad6628068,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Physical,6/22/2021 15:27,Purchase,Mobile/digital/cashless,20.284895871,4.974200444,On-time,TRUE
41609445-ace9-42cb-8e3e-2e825206022f,552c8115-ebf0-4a34-9be1-0733794da1e3,772b31d7-db7f-4600-866a-0e43fd4f4645,6a0b72b1-7de4-4058-8799-02d68fe315c3,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/22/2021 16:31,Purchase,Credit card,2.425818257,0,On-time,TRUE
ff6f3d62-6216-4e71-a8fe-015a65bbafc8,cc150d14-7afc-4c59-895a-e3e9e93b07f0,74fa48fe-bd5f-4d57-bba3-5456fa23a92e,15eafaea-d066-4914-9712-f95eccba3b9b,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/22/2021 16:32,Return,Cash,23.405660309,0.124281979,Delayed,FALSE
0213bab8-2745-4353-b6c8-1c4410409524,b6f9cb90-281e-4726-a537-30be193087b9,4c8de292-20c0-4bc0-977a-6f0e276afa5c,eba90c83-4e61-4046-a3ce-7d86004ce6a1,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/22/2021 18:38,Purchase,Credit card,18.613599743,0,Delayed,TRUE
3abcdf02-4dea-4e5a-9f6c-88119412b1ad,2639f6a7-faa2-4563-8fd4-55ce9de3346c,435726c4-0295-4a74-ad0e-e867ee0b2286,230a4227-989f-48c9-b26a-fc8bdc31fd3f,ed029d40-8784-406f-9d6d-0f550997f6a3,Digital,6/22/2021 21:54,Purchase,Mobile/digital/cashless,25.795935223,0,Delayed,TRUE
8d6bb1f1-9b41-4145-8017-e5a58fd50573,94df1816-5301-47f0-a2c5-0222a2230127,cab29982-4a84-494c-80a8-dff791335627,217d17ca-a715-4937-b96c-471c8412caab,baa6cdde-e13b-4284-b9ed-c1e37a4eabb3,Digital,6/22/2021 23:33,Return,Cash,30.307349543,2.712236184,On-time,TRUE
f12b7d57-c387-49c3-b8d6-bfc34c30a791,3e078aba-efe6-40e2-967b-743c1e19203c,b7f490e3-7045-450d-84f1-e90b96bd0f41,ac52cb17-f012-4822-8d51-e9731ef596a4,2abe9d30-1f49-45c4-b9e3-9b94f1b33143,Digital,6/22/2021 23:46,Exchange,Credit card,40.922283474,0,On-time,FALSE
c0127238-8924-4091-b0a8-b2bd90926027,38b0fdb5-dfb4-4e20-bb16-7aa9159e4b09,b3446ee0-bcb1-4504-9a2e-2d9bbcbb0a57,faf5777d-22fe-436b-863b-7977e35abc49,bee5ad7a-5d17-4635-a720-563266fafd85,Digital,6/22/2021 3:29,Purchase,Cash,38.171641247,0,On-time,FALSE
cecba740-0784-400e-89f8-ead58938368e,0fec12ff-a673-47e4-b50c-fe773062dce3,9befc7c6-55aa-4ab1-8708-7432aa82bd9f,6ed35ecf-3e54-44f3-9b19-bb20ff52b8c8,257f92dc-66fc-4c77-936b-a695055bc0fb,Physical,6/23/2021 10:28,Exchange,Mobile/digital/cashless,31.991109278,0,Delayed,TRUE
3d031089-e0df-466b-944a-12340c493d88,28c6dcf6-8cf0-4910-9193-e7307d11c089,b0fb3e20-9e20-49e0-978e-56909a4f2ec9,cad3a090-91aa-4c30-819e-9f5ce5e657c0,d323210d-5187-444f-83aa-4ee0c6da6029,Digital,6/23/2021 10:56,Purchase,Debit,12.306313433,0,On-time,TRUE
5c09575c-9f74-4ae9-9fb6-a6b3412fa174,d335008d-5bda-4302-9a5d-4fabc009f342,95f9b0a4-5abf-4404-9680-0272fe2f319b,33228d36-309b-4f86-b3e6-41717a6849d0,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/23/2021 13:08,Purchase,Mobile/digital/cashless,35.2123611,0,On-time,FALSE
f7e4a074-3f84-46a5-b374-6f813145d7ef,993484ac-e63e-4e08-ad45-3649ce013673,0ef7baac-9da8-42bc-9c61-fb0164c76392,ff94ecde-a21d-4ddd-a84f-5938901f5d7b,b1211fbc-fea3-4d61-b2fb-3965014a70bb,Digital,6/23/2021 15:19,Purchase,Mobile/digital/cashless,34.871884541,0,Delayed,TRUE
